Country,Date,Weekly new ICU admissions,Weekly new hospital admissions,Mortality
Chile,4/19/2020,920,3994,46
Chile,4/26/2020,1549,4506,53
Chile,5/3/2020,1482,5923,55
Chile,5/10/2020,1890,9679,66
Chile,5/17/2020,2721,15112,57
Chile,5/24/2020,4205,22456,117
Chile,5/31/2020,5152,28448,252
Chile,6/7/2020,5354,28940,324
Chile,6/14/2020,5573,29869,544
Chile,6/21/2020,6550,28329,1560
Chile,6/28/2020,6696,25815,1194
Chile,7/5/2020,5696,21335,1052
Chile,7/12/2020,5238,19040,845
Chile,7/19/2020,4566,15834,689
Chile,7/26/2020,3746,13411,1564
Chile,8/2/2020,3174,12287,575
Chile,8/9/2020,2815,11037,513
Chile,8/16/2020,2581,10286,478
Chile,8/23/2020,2300,9825,384
Chile,8/30/2020,2280,9522,397
Chile,9/6/2020,2136,9830,389
Chile,9/13/2020,2454,9536,370
Chile,9/20/2020,2261,8854,344
Chile,9/27/2020,2166,8518,359
Chile,10/4/2020,2108,8703,337
Chile,10/11/2020,2063,8458,328
Chile,10/18/2020,1963,7620,353
Chile,10/25/2020,1858,7407,316
Chile,11/1/2020,1974,6898,304
Chile,11/8/2020,1829,6574,315
Chile,11/15/2020,1786,6605,292
Chile,11/22/2020,1865,6660,278
Chile,11/29/2020,1749,7136,253
Chile,12/6/2020,1833,6705,292
Chile,12/13/2020,1631,6868,270
Chile,12/20/2020,1868,7740,254
Chile,12/27/2020,2276,8538,255
Chile,1/3/2021,2419,9448,303
Chile,1/10/2021,2912,11890,633
Chile,1/17/2021,3864,14764,398
Chile,1/24/2021,4463,16773,419
Chile,1/31/2021,5008,17673,485
Chile,2/7/2021,5264,16936,556
Chile,2/14/2021,5015,15643,548
Chile,2/21/2021,5065,15709,531
Chile,2/28/2021,5038,16312,502
Chile,3/7/2021,5427,17826,532
Chile,3/14/2021,6552,20709,566
Chile,3/21/2021,7549,23020,606
Chile,3/28/2021,8494,26542,473
Chile,4/4/2021,9705,29000,871
Chile,4/11/2021,10849,30804,689
Chile,4/18/2021,11464,29791,842
Chile,4/25/2021,10709,27991,687
Chile,5/2/2021,9678,26519,715
Chile,5/9/2021,8813,24119,644
Chile,5/16/2021,7892,23170,633
Chile,5/23/2021,7935,24654,652
Chile,5/30/2021,8993,27278,661
Chile,6/6/2021,10148,28568,769
Chile,6/13/2021,10026,29130,763
Chile,6/20/2021,9569,27707,813
Chile,6/27/2021,8329,22969,771
Chile,7/4/2021,7353,18529,810
Chile,7/11/2021,5832,15001,794
Chile,7/18/2021,4033,11877,636
Chile,7/25/2021,3146,9250,555
Chile,8/1/2021,2471,7386,490
Chile,8/8/2021,2157,6456,503
Chile,8/15/2021,1941,5497,380
Chile,8/22/2021,1709,4806,274
Chile,8/29/2021,1370,3765,236
Chile,9/5/2021,1040,3017,226
Chile,9/12/2021,1002,2588,134
Chile,9/19/2021,874,2266,138
Chile,9/26/2021,739,2238,93
Chile,10/3/2021,715,2464,52
Chile,10/10/2021,868,2893,70
Chile,10/17/2021,906,3558,43
Chile,10/24/2021,1223,4201,65
Chile,10/31/2021,1395,4733,81
Chile,11/7/2021,1479,5216,98
Chile,11/14/2021,1694,5910,110
Chile,11/21/2021,1825,6169,143
Chile,11/28/2021,1874,6272,188
Chile,12/5/2021,1784,6079,183
Chile,12/12/2021,1689,5334,181
Chile,12/19/2021,1400,4626,194
Chile,12/26/2021,1087,4228,173
Chile,1/2/2022,929,4172,127
Chile,1/9/2022,935,4739,111
Chile,1/16/2022,846,6023,125
Chile,1/23/2022,927,8391,121
Chile,1/30/2022,1117,13338,156
Chile,2/6/2022,1815,19193,277
Chile,2/13/2022,3024,23885,534
Chile,2/20/2022,3432,23874,732
Chile,2/27/2022,3512,21279,874
Chile,3/6/2022,3201,17710,885
Chile,3/13/2022,2590,13233,830
Chile,3/20/2022,1807,9726,655
Chile,3/27/2022,1342,7113,11858
Chile,4/3/2022,975,5075,391
Chile,4/10/2022,789,3835,308
Chile,4/17/2022,507,3127,234
Chile,4/24/2022,419,2700,144
Chile,5/1/2022,363,2366,152
Chile,5/8/2022,265,2331,102
Chile,5/15/2022,261,2926,85
Chile,5/22/2022,336,3746,80
Chile,5/29/2022,334,4298,83
Chile,6/5/2022,536,5505,78
Chile,6/12/2022,663,6673,121
Chile,6/19/2022,638,6773,150
Chile,6/26/2022,633,7244,159
Chile,7/3/2022,606,7378,178
Chile,7/10/2022,762,7900,224
Chile,7/17/2022,689,7684,252
Chile,7/24/2022,595,7020,264
Chile,7/31/2022,617,6637,249
Chile,8/7/2022,608,6406,221
Chile,8/14/2022,523,6127,188
Chile,8/21/2022,464,5913,213
Chile,8/28/2022,549,6248,208
Chile,9/4/2022,425,5372,189
Chile,9/11/2022,458,4935,178
Chile,9/18/2022,371,4411,174
Chile,9/25/2022,340,4090,123
Chile,10/2/2022,398,4281,132
Chile,10/9/2022,359,3570,128
Chile,10/16/2022,243,3467,106
Chile,10/23/2022,286,4436,123
Chile,10/30/2022,411,4673,117
Chile,11/6/2022,397,5026,137
Chile,11/13/2022,496,5884,194
Chile,11/20/2022,552,5589,182
Chile,11/27/2022,570,4950,192
Chile,12/4/2022,383,4323,186
Chile,12/11/2022,344,3961,165
Chile,12/18/2022,311,3750,142
Chile,12/25/2022,299,3984,162
Chile,1/1/2023,359,4662,160
Chile,1/8/2023,219,4825,158
Chile,1/15/2023,0,4937,166
Chile,1/22/2023,225,4051,144
Chile,1/29/2023,354,3375,124
Chile,2/5/2023,292,2989,111
Chile,2/12/2023,253,2903,110
Chile,2/19/2023,216,2457,82
Chile,2/26/2023,179,2779,91
Chile,3/5/2023,216,2870,64
Chile,3/12/2023,248,3399,79
Chile,3/19/2023,266,3460,78
Chile,3/26/2023,276,3346,103
Chile,4/2/2023,234,2964,100
Chile,4/9/2023,250,2207,92
Chile,4/16/2023,191,1240,105
Czechia,3/8/2020,0,0,0
Czechia,3/15/2020,0,27,0
Czechia,3/22/2020,86,561,0
Czechia,3/29/2020,305,1542,1
Czechia,4/5/2020,352,2035,22
Czechia,4/12/2020,300,1977,51
Czechia,4/19/2020,155,1187,72
Czechia,4/26/2020,207,1363,43
Czechia,5/3/2020,77,816,35
Czechia,5/10/2020,69,586,30
Czechia,5/17/2020,67,385,26
Czechia,5/24/2020,56,337,17
Czechia,5/31/2020,25,294,17
Czechia,6/7/2020,16,233,4
Czechia,6/14/2020,40,264,8
Czechia,6/21/2020,34,372,5
Czechia,6/28/2020,39,321,8
Czechia,7/5/2020,43,301,7
Czechia,7/12/2020,66,354,6
Czechia,7/19/2020,25,316,3
Czechia,7/26/2020,20,444,6
Czechia,8/2/2020,39,653,11
Czechia,8/9/2020,47,562,14
Czechia,8/16/2020,93,680,7
Czechia,8/23/2020,57,812,9
Czechia,8/30/2020,90,987,16
Czechia,9/6/2020,177,1269,8
Czechia,9/13/2020,209,2016,17
Czechia,9/20/2020,396,3547,29
Czechia,9/27/2020,772,5851,56
Czechia,10/4/2020,1035,8348,99
Czechia,10/11/2020,1837,14359,146
Czechia,10/18/2020,2419,22977,301
Czechia,10/25/2020,3476,36995,496
Czechia,11/1/2020,4586,50178,899
Czechia,11/8/2020,4386,50136,1359
Czechia,11/15/2020,3419,41139,1534
Czechia,11/22/2020,2736,31464,1277
Czechia,11/29/2020,2340,26428,976
Czechia,12/6/2020,2123,24050,868
Czechia,12/13/2020,2173,24931,756
Czechia,12/20/2020,2395,26413,697
Czechia,12/27/2020,2697,27904,767
Czechia,1/3/2021,3814,39149,771
Czechia,1/10/2021,4230,47163,2217
Czechia,1/17/2021,3728,41770,1164
Czechia,1/24/2021,3264,35248,1041
Czechia,1/31/2021,3055,32499,978
Czechia,2/7/2021,3320,32584,920
Czechia,2/14/2021,3486,33203,948
Czechia,2/21/2021,3665,37386,1091
Czechia,2/28/2021,4525,44237,1208
Czechia,3/7/2021,5221,50328,1419
Czechia,3/14/2021,5071,50940,1547
Czechia,3/21/2021,4569,48805,1423
Czechia,3/28/2021,4125,42447,1204
Czechia,4/4/2021,3569,36434,1037
Czechia,4/11/2021,2985,30457,794
Czechia,4/18/2021,2268,22376,572
Czechia,4/25/2021,1956,18324,420
Czechia,5/2/2021,1518,13535,341
Czechia,5/9/2021,1249,11363,262
Czechia,5/16/2021,920,8036,168
Czechia,5/23/2021,538,5246,108
Czechia,5/30/2021,422,3257,58
Czechia,6/6/2021,323,2169,39
Czechia,6/13/2021,155,1164,27
Czechia,6/20/2021,100,752,14
Czechia,6/27/2021,44,468,11
Czechia,7/4/2021,67,319,7
Czechia,7/11/2021,65,255,3
Czechia,7/18/2021,73,323,3
Czechia,7/25/2021,87,470,3
Czechia,8/1/2021,67,466,4
Czechia,8/8/2021,82,478,4
Czechia,8/15/2021,89,430,5
Czechia,8/22/2021,77,529,10
Czechia,8/29/2021,99,516,8
Czechia,9/5/2021,77,508,2
Czechia,9/12/2021,135,844,8
Czechia,9/19/2021,166,1134,16
Czechia,9/26/2021,171,1175,13
Czechia,10/3/2021,190,1443,15
Czechia,10/10/2021,369,2348,26
Czechia,10/17/2021,494,3249,54
Czechia,10/24/2021,627,5958,89
Czechia,10/31/2021,983,10192,166
Czechia,11/7/2021,1484,17520,308
Czechia,11/14/2021,2039,24071,464
Czechia,11/21/2021,2514,30872,693
Czechia,11/28/2021,3180,37657,772
Czechia,12/5/2021,3241,39132,839
Czechia,12/12/2021,2609,34541,813
Czechia,12/19/2021,2349,28561,721
Czechia,12/26/2021,1874,20880,541
Czechia,1/2/2022,1812,17181,415
Czechia,1/9/2022,1376,13175,332
Czechia,1/16/2022,967,9477,245
Czechia,1/23/2022,842,10102,164
Czechia,1/30/2022,1363,17155,168
Czechia,2/6/2022,1853,26736,306
Czechia,2/13/2022,2007,32094,398
Czechia,2/20/2022,1804,29684,371
Czechia,2/27/2022,1821,25042,355
Czechia,3/6/2022,1385,19669,289
Czechia,3/13/2022,1062,18071,208
Czechia,3/20/2022,1064,17897,189
Czechia,3/27/2022,1080,15533,191
Czechia,4/3/2022,998,14034,153
Czechia,4/10/2022,890,12127,167
Czechia,4/17/2022,746,9417,86
Czechia,4/24/2022,545,7444,91
Czechia,5/1/2022,388,6221,78
Czechia,5/8/2022,243,4152,53
Czechia,5/15/2022,246,2426,23
Czechia,5/22/2022,98,1642,12
Czechia,5/29/2022,130,1149,12
Czechia,6/5/2022,101,876,6
Czechia,6/12/2022,66,831,8
Czechia,6/19/2022,60,885,5
Czechia,6/26/2022,34,1123,2
Czechia,7/3/2022,101,2069,14
Czechia,7/10/2022,167,2495,17
Czechia,7/17/2022,264,4437,25
Czechia,7/24/2022,492,7591,46
Czechia,7/31/2022,693,11046,104
Czechia,8/7/2022,571,10364,89
Czechia,8/14/2022,453,9778,82
Czechia,8/21/2022,511,8829,91
Czechia,8/28/2022,391,7135,51
Czechia,9/4/2022,421,6560,46
Czechia,9/11/2022,514,6547,55
Czechia,9/18/2022,485,7757,57
Czechia,9/25/2022,540,9252,68
Czechia,10/2/2022,767,14491,99
Czechia,10/9/2022,923,16073,129
Czechia,10/16/2022,877,14309,137
Czechia,10/23/2022,647,10946,94
Czechia,10/30/2022,448,7906,74
Czechia,11/6/2022,508,6086,67
Czechia,11/13/2022,346,4865,56
Czechia,11/20/2022,301,4431,35
Czechia,11/27/2022,377,4862,44
Czechia,12/4/2022,342,5749,41
Czechia,12/11/2022,451,6642,53
Czechia,12/18/2022,384,6827,59
Czechia,12/25/2022,457,7009,65
Czechia,1/1/2023,420,5659,71
Czechia,1/8/2023,394,5225,58
Czechia,1/15/2023,327,3476,39
Czechia,1/22/2023,359,2529,30
Czechia,1/29/2023,167,2495,16
Czechia,2/5/2023,145,3064,21
Czechia,2/12/2023,176,3735,27
Czechia,2/19/2023,257,5416,37
Czechia,2/26/2023,280,6853,47
Czechia,3/5/2023,310,6611,43
Czechia,3/12/2023,439,7020,32
Czechia,3/19/2023,381,7309,66
Czechia,3/26/2023,332,6459,51
Czechia,4/2/2023,334,4893,42
Czechia,4/9/2023,269,3736,30
Czechia,4/16/2023,188,3383,22
Czechia,4/23/2023,134,2328,23
Czechia,4/30/2023,124,1788,15
Czechia,5/7/2023,75,1178,11
Czechia,5/14/2023,64,991,9
Czechia,5/21/2023,75,892,6
Czechia,5/28/2023,33,485,7
Czechia,6/4/2023,0,416,1
Czechia,6/11/2023,12,311,1
Czechia,6/18/2023,28,169,2
Czechia,6/25/2023,9,176,1
Czechia,7/2/2023,6,80,0
Czechia,7/9/2023,19,103,0
Czechia,7/16/2023,10,124,2
Czechia,7/23/2023,14,69,1
Czechia,7/30/2023,21,88,0
Czechia,8/6/2023,11,69,0
Czechia,8/13/2023,13,151,0
Czechia,8/20/2023,12,216,2
Czechia,8/27/2023,16,392,3
Czechia,9/3/2023,37,383,3
Czechia,9/10/2023,37,560,5
Czechia,9/17/2023,107,1240,6
Czechia,9/24/2023,132,1685,9
Czechia,10/1/2023,143,1999,9
Czechia,10/8/2023,159,2499,16
Czechia,10/15/2023,166,2621,17
Czechia,10/22/2023,198,3366,18
Czechia,10/29/2023,239,4468,18
Czechia,11/5/2023,324,5490,37
Czechia,11/12/2023,233,4685,26
Czechia,11/19/2023,337,5423,37
Czechia,11/26/2023,391,7119,27
Estonia,3/29/2020,52,522,0
Estonia,4/5/2020,0,0,73
Estonia,4/12/2020,0,0,16
Estonia,4/19/2020,0,0,9
Estonia,4/26/2020,8,24,14
Estonia,5/3/2020,8,24,9
Estonia,5/10/2020,5,5,4
Estonia,5/17/2020,5,10,4
Estonia,5/24/2020,1,27,2
Estonia,5/31/2020,1,9,1
Estonia,6/7/2020,0,4,3
Estonia,6/14/2020,0,8,1
Estonia,6/21/2020,0,0,1
Estonia,6/28/2020,1,2,0
Estonia,7/5/2020,1,1,0
Estonia,7/12/2020,2,2,0
Estonia,7/19/2020,1,0,0
Estonia,7/26/2020,0,1,0
Estonia,8/2/2020,0,2,0
Estonia,8/9/2020,1,5,0
Estonia,8/16/2020,0,3,0
Estonia,8/23/2020,0,8,0
Estonia,8/30/2020,0,9,1
Estonia,9/6/2020,0,5,0
Estonia,9/13/2020,1,12,0
Estonia,9/20/2020,3,27,0
Estonia,9/27/2020,3,33,0
Estonia,10/4/2020,4,30,0
Estonia,10/11/2020,4,15,3
Estonia,10/18/2020,2,21,1
Estonia,10/25/2020,4,18,0
Estonia,11/1/2020,3,32,5
Estonia,11/8/2020,4,43,0
Estonia,11/15/2020,8,60,3
Estonia,11/22/2020,8,127,5
Estonia,11/29/2020,12,156,10
Estonia,12/6/2020,15,190,24
Estonia,12/13/2020,19,186,16
Estonia,12/20/2020,20,242,19
Estonia,12/27/2020,29,273,28
Estonia,1/3/2021,33,282,32
Estonia,1/10/2021,31,276,73
Estonia,1/17/2021,29,297,48
Estonia,1/24/2021,32,294,47
Estonia,1/31/2021,26,297,42
Estonia,2/7/2021,21,323,42
Estonia,2/14/2021,22,363,36
Estonia,2/21/2021,28,368,38
Estonia,2/28/2021,28,410,57
Estonia,3/7/2021,40,544,66
Estonia,3/14/2021,52,568,59
Estonia,3/21/2021,57,552,69
Estonia,3/28/2021,51,568,82
Estonia,4/4/2021,0,0,3
Estonia,4/11/2021,53,393,86
Estonia,4/18/2021,40,296,60
Estonia,4/25/2021,41,265,49
Estonia,5/2/2021,42,216,26
Estonia,5/9/2021,31,196,31
Estonia,5/16/2021,29,142,21
Estonia,5/23/2021,20,134,14
Estonia,5/30/2021,8,82,13
Estonia,6/6/2021,7,47,11
Estonia,6/13/2021,5,41,2
Estonia,6/20/2021,3,40,2
Estonia,6/27/2021,4,24,1
Estonia,7/4/2021,4,17,1
Estonia,7/11/2021,2,22,0
Estonia,7/18/2021,1,16,1
Estonia,7/25/2021,2,29,0
Estonia,8/1/2021,2,42,1
Estonia,8/8/2021,1,48,4
Estonia,8/15/2021,6,67,2
Estonia,8/22/2021,11,69,5
Estonia,8/29/2021,10,112,7
Estonia,9/5/2021,11,115,11
Estonia,9/12/2021,10,143,11
Estonia,9/19/2021,13,133,14
Estonia,9/26/2021,14,147,22
Estonia,10/3/2021,13,198,23
Estonia,10/10/2021,20,241,27
Estonia,10/17/2021,17,347,31
Estonia,10/24/2021,33,427,37
Estonia,10/31/2021,37,458,72
Estonia,11/7/2021,0,0,0
Estonia,11/14/2021,34,365,72
Estonia,11/21/2021,27,255,53
Estonia,11/28/2021,24,204,55
Estonia,12/5/2021,19,149,27
Estonia,12/12/2021,17,221,38
Estonia,12/19/2021,21,172,23
Estonia,12/26/2021,15,179,29
Estonia,1/2/2022,16,160,23
Estonia,1/9/2022,12,196,16
Estonia,1/16/2022,16,259,28
Estonia,1/23/2022,22,276,24
Estonia,1/30/2022,13,318,25
Estonia,2/6/2022,7,367,32
Estonia,2/13/2022,14,483,45
Estonia,2/20/2022,16,606,54
Estonia,2/27/2022,16,563,64
Estonia,3/6/2022,9,547,59
Estonia,3/13/2022,14,494,58
Estonia,3/20/2022,11,345,33
Estonia,3/27/2022,8,341,40
Estonia,4/3/2022,7,239,22
Estonia,4/10/2022,4,246,29
Estonia,4/17/2022,4,134,22
Estonia,4/24/2022,2,140,13
Estonia,5/1/2022,1,110,9
Estonia,5/8/2022,1,131,8
Estonia,5/15/2022,1,98,3
Estonia,5/22/2022,4,81,5
Estonia,5/29/2022,1,83,8
Estonia,6/5/2022,2,76,10
Estonia,6/12/2022,1,59,2
Estonia,6/19/2022,4,64,2
Estonia,6/26/2022,3,80,3
Estonia,7/3/2022,3,97,8
Estonia,7/10/2022,2,79,8
Estonia,7/17/2022,2,97,4
Estonia,7/24/2022,2,116,8
Estonia,7/31/2022,3,142,8
Estonia,8/7/2022,1,121,6
Estonia,8/14/2022,7,128,8
Estonia,8/21/2022,5,90,5
Estonia,8/28/2022,1,95,4
Estonia,9/4/2022,1,75,6
Estonia,9/11/2022,2,101,4
Estonia,9/18/2022,3,149,6
Estonia,9/25/2022,3,149,14
Estonia,10/2/2022,3,149,11
Estonia,10/9/2022,3,200,21
Estonia,10/16/2022,3,175,16
Estonia,10/23/2022,2,217,10
Estonia,10/30/2022,3,173,9
Estonia,11/6/2022,3,178,9
Estonia,11/13/2022,3,163,15
Estonia,11/20/2022,0,163,9
Estonia,11/27/2022,4,160,9
Estonia,12/4/2022,1,189,9
Estonia,12/11/2022,3,231,15
Estonia,12/18/2022,2,259,23
Estonia,12/25/2022,3,244,17
Estonia,1/1/2023,3,234,19
Estonia,1/8/2023,4,148,13
Estonia,1/15/2023,4,135,12
Estonia,1/22/2023,1,108,8
Estonia,1/29/2023,2,131,8
Estonia,2/5/2023,1,109,7
Estonia,2/12/2023,1,113,7
Estonia,2/19/2023,2,108,8
Estonia,2/26/2023,1,115,6
Estonia,3/5/2023,4,119,6
Estonia,3/12/2023,1,100,3
Estonia,3/19/2023,1,115,8
Estonia,3/26/2023,2,131,8
Estonia,4/2/2023,1,162,6
Estonia,4/9/2023,1,144,8
Estonia,4/16/2023,1,112,7
Estonia,4/23/2023,1,142,14
Estonia,4/30/2023,1,98,9
Estonia,5/7/2023,0,53,1
Estonia,5/14/2023,1,80,3
Estonia,5/21/2023,1,40,3
Estonia,5/28/2023,1,38,2
Estonia,6/4/2023,1,32,2
Estonia,6/11/2023,0,29,2
Estonia,6/18/2023,0,14,0
Estonia,6/25/2023,0,15,1
Estonia,7/2/2023,0,9,0
Estonia,7/9/2023,0,6,0
Estonia,7/16/2023,0,13,1
Estonia,7/23/2023,0,9,1
Estonia,7/30/2023,0,0,0
Estonia,8/6/2023,0,10,1
Estonia,8/13/2023,0,6,0
Estonia,8/20/2023,0,5,0
Estonia,8/27/2023,0,6,0
Estonia,9/3/2023,1,19,0
Estonia,9/10/2023,0,17,0
Estonia,9/17/2023,1,28,0
Estonia,9/24/2023,0,20,1
Estonia,10/1/2023,1,26,0
Estonia,10/8/2023,0,21,0
Estonia,10/15/2023,0,21,0
Estonia,10/22/2023,0,42,1
Estonia,10/29/2023,0,86,3
Estonia,11/5/2023,4,148,6
Estonia,11/12/2023,1,78,2
Estonia,11/19/2023,2,112,5
Estonia,11/26/2023,3,120,1
France,3/29/2020,17387,85638,670
France,4/5/2020,32327,165225,2002
France,4/12/2020,24266,146301,3287
France,4/19/2020,13922,103035,3348
France,4/26/2020,9488,76686,2741
France,5/3/2020,6058,50089,2101
France,5/10/2020,4204,33747,1408
France,5/17/2020,3307,24450,1062
France,5/24/2020,2215,18077,815
France,5/31/2020,1681,13086,566
France,6/7/2020,1152,9195,474
France,6/14/2020,887,6931,335
France,6/21/2020,664,5296,263
France,6/28/2020,561,5077,164
France,7/5/2020,540,4588,123
France,7/12/2020,540,4231,105
France,7/19/2020,533,4027,133
France,7/26/2020,630,5067,105
France,8/2/2020,701,5439,103
France,8/9/2020,805,5544,81
France,8/16/2020,877,6480,76
France,8/23/2020,1107,7446,99
France,8/30/2020,1393,8752,122
France,9/6/2020,1821,10816,112
France,9/13/2020,2660,15598,141
France,9/20/2020,3733,22846,267
France,9/27/2020,4978,29224,433
France,10/4/2020,5842,28445,580
France,10/11/2020,6388,33096,604
France,10/18/2020,7911,45235,714
France,10/25/2020,11447,71188,983
France,11/1/2020,15897,108711,1796
France,11/8/2020,20202,133577,3161
France,11/15/2020,20396,129997,4812
France,11/22/2020,16785,107707,5500
France,11/29/2020,11569,76547,5617
France,12/6/2020,8571,61357,4691
France,12/13/2020,8201,60472,3966
France,12/20/2020,8321,62429,3798
France,12/27/2020,8151,59212,3389
France,1/3/2021,8274,52617,3120
France,1/10/2021,8932,57488,6350
France,1/17/2021,9786,65505,3461
France,1/24/2021,11513,75700,3418
France,1/31/2021,12822,79569,3162
France,2/7/2021,12903,79119,3078
France,2/14/2021,12833,74425,2909
France,2/21/2021,12535,66980,2534
France,2/28/2021,13064,67343,2171
France,3/7/2021,14154,66701,2071
France,3/14/2021,15552,68549,1889
France,3/21/2021,16638,73788,1838
France,3/28/2021,18695,84985,1866
France,4/4/2021,21137,94567,1994
France,4/11/2021,22281,95993,2145
